id,adr,lat,long
1857,CD 312,483517.0,4564951.0
1858,23 avenue du dauphiné,482498.0,4562903.0
1859,"départementale 36, rue d",483692.0,4564075.0
1860,ROUTE DÉPARTEMENTALE 312,480378.0,4560770.0
1861,rue du 9 juin 1944,484472.0,4559826.0
1862,RUE DU RHONE,483741.0,4564120.0
1863,Route départementale 307,485634.0,4564780.0
1864,Route nationale 7,485625.0,4564158.0
1865,28 rue de Villeneuve,481519.0,4560522.0
1866,CD 12,479520.0,4559971.0
1867,CD 307,485493.0,4561903.0
1868,route de CHUZELLES,487347.0,4561093.0
1869,D307,485463.0,4561590.0
1870,CD 312,483339.0,4564753.0
1871,Route de Bellevue,466763.0,4560256.0
1872,ROUTE DEPARTEMENTALE 75,464590.0,4566870.0
1873,RD 30,468427.0,4564290.0
1874,CD342,464406.0,4556604.0
1875,CD 34,467330.0,4561448.0
1876,D36e,471325.0,4566266.0
1877,bellevue,466616.0,4558889.0
1878,d36,472866.0,4565928.0
1879,D342,468869.0,4560430.0
1880,D488,470305.0,4556602.0
1881,CD 36E,471870.0,4565885.0
1882,D30,468493.0,4564337.0
1883,route de ravel,469134.0,4563241.0
1884,13 chemin de la chaucher,466914.0,4566641.0
1885,route des ollagnons,467579.0,4562153.0
1886,D34,463326.0,4563449.0
1887,boulevard du général de,466681.0,4561925.0
1888,300 RD 42 platières,470446.0,4561482.0
1889,D36,470037.0,4564753.0
1890,d76 lieu dit mondard,465139.0,4601140.0
1891,lieu dit narbonne,453678.0,4603043.0
1892,D84,464516.0,4598248.0
1893,Départementale 504 - 256,463398.0,4599923.0
1894,921 route de l'Azergues,471636.0,4591316.0
1895,rue du pont,467970.0,4585520.0
1896,intersection CD 70 et CD,467112.0,4587014.0
1897,Avenue de l'Europe,471310.0,4593520.0
1898,route de jarnioux,464256.0,4596092.0
1899,Carrefour RD 70 et D655,467635.0,4590208.0
1900,Place des frères giraude,472192.0,4593579.0
1901,CHEMIN DE BETHLEEM,469245.0,4595632.0
1902,D76,465379.0,4591706.0
1903,10 RUE DE LA LIBÉRATION,472047.0,4593686.0
1904,rue des 3 chatels,471555.0,4593129.0
1905,ROUTE BUISSONIERE,466200.0,4586466.0
1906,"RD 39, route des bois d'",465622.0,4592693.0
1907,63 Rue des Bageardes,469834.0,4586974.0
1908,ROUTE DE LOZANNE,470986.0,4587497.0
1909,CHEMIN DES CRETES,469705.0,4592314.0
1910,allee du colombier/D 39,472621.0,4594402.0
1911,ROUTE DE LYON,472167.0,4593568.0
1912,Avenue Léon Foillard,472263.0,4606282.0
1913,1002 route de la talleba,465550.0,4605051.0
1914,Lieu dit le vieux bourg,472535.0,4616092.0
1915,MOL DE VAUX,472827.0,4608671.0
1916,départementale 306,473878.0,4612688.0
1917,RD 109 ROUTE DE BELLEVIL,476641.0,4612147.0
1918,RD306,474466.0,4615901.0
1919,D337 lieu dit Briante,468870.0,4612018.0
1920,Rue de la république,475128.0,4610855.0
1921,1 rue de la république,474424.0,4610986.0
1922,chemin des RAVATYS,467383.0,4611682.0
1923,D43,465972.0,4605307.0
1924,RD19,470137.0,4609798.0
1925,Lieu-dit Chassagne,472667.0,4614371.0
1926,80 grande rue,466796.0,4611938.0
1927,D49,465782.0,4605348.0
1928,BALLOFET DURY / REPUBLIQ,474580.0,4610956.0
1929,D306,472421.0,4606973.0
1930,Rue de la République,475324.0,4610803.0
1931,Lieu dit les Terrier,466296.0,4605361.0
1932,D9 Route de THOISSEY,476437.0,4615757.0
1933,Le bourg,450885.0,4598331.0
1934,D385,453754.0,4594526.0
1935,la tracole,450990.0,4590974.0
1936,cd 120,458061.0,4594265.0
1937,RD 116,464175.0,4596097.0
1938,D 596,466230.0,4585693.0
1939,LIEU DIT LEMPEREUR,462063.0,4589181.0
1940,,466542.0,4585622.0
1941,RD 385,450805.0,4597698.0
1942,route départementale 338,462915.0,4592374.0
1943,Lieu dit BOISTROLLE,459532.0,4591370.0
1944,la croisette,451429.0,4587760.0
1945,lieu dit la chatonnière,451792.0,4585561.0
1946,route de Vindry - RD31E,448959.0,4588762.0
1947,RD 8 - Lieu-dit Chaboud,442274.0,4591350.0
1948,BOULEVARD GARIBALDI,443788.0,4588851.0
1949,lieu dit les places,451666.0,4588697.0
1950,69 boulevard de la Plata,444782.0,4589144.0
1951,place ambroise croizat,443382.0,4589839.0
1952,route nationale 7,450469.0,4587461.0
1953,lieu dit CHEZ PIROTE RD,441894.0,4596548.0
1954,1354 route du beaujolais,449224.0,4589393.0
1955,D313,442169.0,4595543.0
1956,D14,437396.0,4586607.0
1957,RN 7,450562.0,4587477.0
1958,Route départementale 38,442803.0,4587527.0
1959,D313,448404.0,4592011.0
1960,52 rue Jean Moulin,444107.0,4589985.0
1961,D 8,439257.0,4593085.0
1962,D27 PK 7,443013.0,4583241.0
1963,Route départementale 08,437774.0,4592747.0
1964,Nationale 07 le Pin bouc,432302.0,4591847.0
1965,D8,442024.0,4591457.0
1966,44 chemin des potences,451069.0,4587821.0
1967,D313,441756.0,4596344.0
1968,"D385 Lieu-dit ""la blanch",449751.0,4601289.0
1969,lieu CHANSAYE d337,447680.0,4616321.0
1970,route de monsol,449696.0,4617303.0
1971,LIEU DIT LE BRIE,447492.0,4609030.0
1972,CD385,443501.0,4617118.0
1973,Rue centrale,449103.0,4605744.0
1974,rue centrale - cd685,449945.0,4601978.0
1975,La folletière,449666.0,4603141.0
1976,CD 385 - PK 8+800 - LIEU,446593.0,4612721.0
1977,RD.936,514082.0,4619255.0
1978,Route de Montcet,512280.0,4624563.0
1979,RD 1079,513739.0,4624800.0
1980,D1083/chemin des Gauthie,516934.0,4613822.0
1981,intersection RD67C/chemi,514958.0,4616850.0
1982,D1083,517880.0,4615112.0
1983,RD1079,515107.0,4624628.0
1984,D 936,511805.0,4618767.0
1985,8 rue de la DOYE,555040.0,4611222.0
1986,Col de la berche,555244.0,4599384.0
1987,D 62,524367.0,4582008.0
1988,D62,525119.0,4588517.0
1989,avenue de la bergerie,528534.0,4584543.0
1990,d 19,545000.0,4581559.0
1991,Départementale 1075,533667.0,4590431.0
1992,D1075,533787.0,4589726.0
1993,D40 -,526749.0,4589016.0
1994,D40,532410.0,4588580.0
1995,d77,528096.0,4587867.0
1996,D48,578801.0,4620359.0
1997,route des Burgondes,580870.0,4618725.0
1998,Lieu-dit les Septfontain,595506.0,4632163.0
1999,RD 991,596253.0,4633471.0
2000,rue du sénateur Albert F,607233.0,4626993.0
2001,"D15, route de Maconnex",609309.0,4629787.0
2002,D1005 accès secteur fran,611523.0,4625702.0
2003,D 35,606288.0,4625407.0
2004,route de Maconnex,609191.0,4629653.0
2005,Chemin de la planche bru,610172.0,4625011.0
2006,67 rue de versoix,611668.0,4625920.0
2007,avenue Voltaire,611218.0,4625802.0
2008,chemin de magny,609317.0,4625527.0
2009,route de bellevue,607633.0,4625776.0
2010,RD1083,491060.0,4585817.0
2011,D1083,490916.0,4585501.0
2012,chemin de la sereine,499545.0,4583079.0
2013,route de strasbourg,491049.0,4587886.0
2014,1634 montée neuve,494753.0,4582761.0
2015,Carrefour du four à chau,496825.0,4582667.0
2016,Montée Neuve,494957.0,4582860.0
2017,259 CHEMIN DE RONDE,496539.0,4582499.0
2018,parking ZAC des Baterses,499744.0,4583927.0
2019,route de montluel,503141.0,4582251.0
2020,D1084,496826.0,4582679.0
2021,D1084,492379.0,4580967.0
2022,CD 1084,492421.0,4580975.0
2023,rue joseph carré,495294.0,4582686.0
2024,D71,492454.0,4582412.0
2025,chemin Noir,497536.0,4582392.0
2026,Sortie du camp militaire,510792.0,4583086.0
2027,montée de beligneux,512892.0,4585469.0
2028,route du dauphiné,515773.0,4584828.0
2029,1084,506622.0,4585110.0
2030,rue joseph guinet,503478.0,4584427.0
2031,rue des chartinières,506588.0,4584394.0
2032,D61A,504099.0,4582961.0
2033,RD 4,461389.0,4438303.0
2034,route départementale 86,463203.0,4432541.0
2035,D290,459700.0,4430320.0
2036,RD4,461930.0,4438777.0
2037,RN102,446145.0,4456797.0
2038,D902- RN102,450526.0,4456025.0
2039,RN102,453919.0,4459042.0
2040,RD 579,440085.0,4452173.0
2041,intersection D 103 et ch,446081.0,4456479.0
2042,3042 route de villeneuve,449189.0,4458929.0
2043,Lieu-dit Niegles,429093.0,4466874.0
2044,Route départementale 19,419041.0,4462687.0
2045,D536 - croisement rue de,419874.0,4470821.0
2046,route de jaujac,430986.0,4463297.0
2047,RN 102,430752.0,4466647.0
2048,LIEU-DIT LA MOTTE,415785.0,4466623.0
2049,"53, avenue maréchal foch",482744.0,4507056.0
2050,42 quai farconnet,482906.0,4506943.0
2051,quartier saint vincent,483116.0,4505007.0
2052,RD86- PK39,483734.0,4505306.0
2053,RD86,482705.0,4503299.0
2054,route de plats,471505.0,4501127.0
2055,"RD 86, PK42",481820.0,4502817.0
2056,Route de lamastre,481218.0,4506779.0
2057,D86,481464.0,4515288.0
2058,place carnot,483587.0,4506440.0
2059,LIEU DIT GACHON CHEMIN D,477318.0,4517110.0
2060,Route de Lamastre,478207.0,4506624.0
2061,"D534, PK 9+070",474220.0,4505359.0
2062,Rue du repos,483374.0,4505954.0
2063,avenue marcehal foch,482383.0,4507183.0
2064,RD 538A  QT FOISSONNETS,,
2065,FONLARD,498319.0,4489841.0
2066,RD 68,496030.0,4491360.0
2067,LES ARBODS,510420.0,4491260.0
2068,LA PIMPIE,,
2069,Intersection D125 / Rout,497740.0,4482820.0
2070,RD 176,,
2071,D538 A,,
2072,AV DES GENCEAUX,,
2073,LES PLOTS,,
2074,D 236,,
2075,RD 538,,
2076,ALLEE DES TROIS BUCHES,,
2077,avenue de VALENCE,501672.0,4490091.0
2078,intersection D211- chemi,493750.0,4485136.0
2079,LES SIMONDINS,494240.0,4491910.0
2080,HAMEAU DU LOGIS DE OURS,,
2081,RD 1075,,
2082,RD 133,,
2083,RN 7 ECHANGEUR MONTELIMA,476237.0,4447979.0
2084,R N 7,,
2085,RD 73,,
2086,D206,475700.0,4450455.0
2087,D206,475700.0,4450455.0
2088,D73,472260.0,4450160.0
2089,CHEMIN DES SILOS,,
2090,CHEMIN DE FREYSSINET,470636.0,4434549.0
2091,rue antoine de saint-exu,470385.0,4437571.0
2092,PONT DE BARRAS,,
2093,SERRE DU DERLOT,,
2094,RD 14,497859.0,4446254.0
2095,Place de la République,513633.0,4436121.0
2096,QUARTIER PRADOUS,,
2097,LES FONTS,,
2098,AVENUE HENRI ROCHIER,,
2099,D538,509962.0,4432358.0
2100,Lieu dit Audries,511792.0,4442653.0
2101,RD 538,510011.0,4432530.0
2102,drey de meyne,514009.0,4435995.0
2103,D24,501105.0,4444476.0
2104,":, CHOQUART (RUE PIERRE)",331887.0,4983674.0
2105,VERCRUYSSE (RUE JULES),327342.0,4982594.0
2106,C.D 1,329791.0,4982152.0
2107,DUMONT (RUE DU CAPITAINE,330107.0,4986185.0
2108,FUSILLES-F.N.D (AVENUE D,331258.0,4984060.0
2109,GAYANT (QUAI),329298.0,4984056.0
2110,LILLE (RUE DE),326458.0,4986160.0
2111,Guise (Rue de),332211.0,4984102.0
2112,MARTIN (BD HENRI),327913.0,4984552.0
2113,SIEGFRIED (RUE JULES),330116.0,4985165.0
2114,CHAUSSEE-ROMAINE (RUE DE,327599.0,4984374.0
2115,TOMBELLE (CHEMIN DE LA),326466.0,4983845.0
2116,RD 541,,
2117,RD 4,,
2118,RD 471 - Avenue de la ga,488419.0,4439652.0
2119,RD541,487754.0,4442254.0
2120,RD 541,,
2121,THODURE,,
2122,PEYROUILLER SUD,494794.0,4499474.0
2123,CHEMIN DE CENIZIER,507978.0,4500153.0
2124,BONLIEU,501337.0,4500752.0
2125,ZONE ACTIVITE DE LAYE,493863.0,4496017.0
2126,RUE PARADIS,496191.0,4496957.0
2127,GRANDE RUE,,
2128,ROUTE DES MATS,516035.0,4504002.0
2129,ROUTE DES PECHES,,
2130,D 125,508457.0,4494018.0
2131,Route de la Résistance,519374.0,4506932.0
2132,85 cote du vallon,494937.0,4497102.0
2133,RD532,521138.0,4506132.0
2134,D532,516778.0,4504916.0
2135,RD 532 C,508022.0,4502953.0
2136,"Chemin des Blaches, D632",493125.0,4496339.0
2137,ROUTE DE LA CROIX DE COL,495262.0,4500966.0
2138,BOIS DU MOULIN,,
2139,RTE DE ROCHECHINARD,528580.0,4501800.0
2140,RUE DE LA TREILLE,484313.0,4501384.0
2141,VIGNES VIEILLES,493080.0,4503200.0
2142,AV VERCORS  ET RESISTANC,,
2143,RN 7,,
2144,R D 67,,
2145,AVENUE PRESIDENT ROOSEVE,,
2146,D115,487549.0,4506941.0
2147,RD 153,488517.0,4501527.0
2148,AVENUE DU VERCORS,484952.0,4501295.0
2149,RD52.C,535388.0,4581718.0
2150,ROUTE DES DOUANES,546677.0,4565228.0
2151,RD 1075,558735.0,4547613.0
2152,D520,576080.0,4542690.0
2153,D311/D1006,510250.0,4566019.0
2154,D518,517863.0,4545838.0
2155,d 16 pr 9+750,548045.0,4563366.0
2156,MOINES Rue des,335649.0,4937051.0
2157,"5, Lo Nathi (Rue)",333490.0,4939932.0
2158,PRESLES ( BOULEVARD ),330823.0,4937476.0
2159,"10, THIERS (AVENUE )",332733.0,4937609.0
2160,MILEMPART Rue,334333.0,4937613.0
2161,EDOUARD BRANLY ( BOULEVA,331773.0,4939151.0
2162,PRESLES ( BOULEVARD ),330933.0,4937530.0
2163,SAINT- CHRISTOPHE(PLACE),332160.0,4938216.0
2164,ROUTE NATIONALE 2,336820.0,4939818.0
2165,JEAN MONNET ( RUE ),331975.0,4937005.0
2166,PRESLES ( ROUTE DE ),330469.0,4937041.0
2167,ROUTE NATIONALE 2,336733.0,4940209.0
2168,REIMS (AVENUE DE ),333340.0,4937612.0
2169,SAINT-MARTIN (RUE),332864.0,4937847.0
2170,MAIL ( ROND POINT DU ),332962.0,4938421.0
2171,WINSTON CHURCHILL ( AVEN,330550.0,4938030.0
2172,ROUTE NATIONALE 2,337806.0,4941003.0
2173,FEUILLANTS ( RUE DES ),332854.0,4937878.0
2174,ARCHER ( ROND POINT DE L,331052.0,4936598.0
2175,COMMERCE ( RUE DU ),332780.0,4938175.0
2176,ROUTE NATIONALE 2,333683.0,4936131.0
2177,PARIS ( AVENUE DE),331895.0,4937880.0
2178,rue Evariste Galois,573938.0,4515138.0
2179,Parking Av République,573550.0,4514199.0
2180,D5,574640.0,4515760.0
2181,D5,574230.0,4516567.0
2182,D5,575013.0,4515002.0
2183,RN85,569679.0,4512134.0
2184,cours St André,569804.0,4512568.0
2185,avenue de l'ile brune,566740.0,4522890.0
2186,route de lyon,567068.0,4524275.0
2187,"23, rue glairaux",567482.0,4522074.0
2188,Avenue de l'Europe,567408.0,4523849.0
2189,route de Grenoble,569095.0,4522067.0
2190,Avenue du Général De Gau,568163.0,4523072.0
2191,D105F,566663.0,4524025.0
2192,D105,569580.0,4525798.0
2193,D1075,567927.0,4523277.0
2194,520,568828.0,4537066.0
2195,RD 520 - chemin des char,571672.0,4538654.0
2196,D512 - La Diat,580684.0,4533653.0
2197,Col de cucheron,583370.0,4536499.0
2198,D49,571765.0,4543146.0
2199,D520B,577411.0,4535048.0
2200,Carrefour Le Demay,567915.0,4536283.0
2201,D520B,578811.0,4534793.0
2202,D520 -route des échelles,574396.0,4539932.0
2203,FOURVOIRIE,575075.0,4536832.0
2204,D520,567923.0,4536281.0
2205,lieu dit le DEMAY,567670.0,4536354.0
2206,D 520 C,579537.0,4543096.0
2207,D 512 lieu dit le blanch,577175.0,4530675.0
2208,RD520A,567284.0,4535529.0
2209,rd520c,581574.0,4542144.0
2210,route du marais,576246.0,4542162.0
2211,Avenue de Valence,566012.0,4522011.0
2212,D 3,562119.0,4527100.0
2213,364 avenue de Valence,562220.0,4526655.0
2214,D1532,561784.0,4527911.0
2215,D531,561703.0,4517470.0
2216,Lieu dit Laliarrey,562815.0,4519854.0
2217,D1523,566127.0,4521467.0
2218,Piste cyclable,564127.0,4525276.0
2219,Avenue de Valence,566129.0,4521419.0
2220,Chemin sur la Digue,568830.0,4520378.0
2221,D3,559643.0,4526955.0
2222,IMPASSE DU CHARMANT SOM,568129.0,4520635.0
2223,8 rue de la maladière,,
2224,RD1075,567213.0,4506648.0
2225,24 Route du Pavillon,568353.0,4510420.0
2226,Chemin du Bémont,564952.0,4506846.0
2227,Route de Grenoble,566853.0,4508768.0
2228,place du souvenir frança,564278.0,4501968.0
2229,Chemin de l' ACHAL,568052.0,4507373.0
2230,D532 - Route de GRENOBLE,558463.0,4513549.0
2231,1 rue du docteur lefranç,555414.0,4507345.0
2232,Le village D 215,552482.0,4502951.0
2233,D531,552069.0,4508477.0
2234,Ch Croix du Vercors,558109.0,4512002.0
2235,DÉPARTEMENTALE D106,552757.0,4512784.0
2236,D106,557950.0,4513019.0
2237,"2, AULNES(RUE DES)",327359.0,4963959.0
2238,"27, LOUIS LUMIERE",334332.0,4965615.0
2239,FRANKLIN,329067.0,4965700.0
2240,D1032,327497.0,4963000.0
2241,QUATRE FILS PAUL DOUMER,317250.0,4939250.0
2242,D1032,332695.0,4964387.0
2243,CD1,326444.0,4966555.0
2244,MADAME EUGEL,328366.0,4966877.0
2245,642 Rue Emile Romanet,561772.0,4530743.0
2246,D520A,566265.0,4533931.0
2247,D1075 - AV. DE JUIN 1940,562679.0,4530209.0
2248,Rue de Nardan,563665.0,4529342.0
2249,D3,562436.0,4528011.0
2250,D1075,562888.0,4529575.0
2251,D1085,561281.0,4531118.0
2252,D3 - Route de l'Isère,562581.0,4527572.0
2253,D1075 - Route de lyon,566245.0,4525348.0
2254,D512,576704.0,4527190.0
2255,D1075 route de Grenoble,569095.0,4522067.0
2256,D1075 - AV. DE JUIN 1940,562807.0,4529957.0
2257,D520A,565629.0,4532553.0
2258,Quai des Chartreux,563637.0,4530278.0
2259,Rue de Nardan,563494.0,4529152.0
2260,route de chartreuse,563568.0,4530406.0
2261,D520A,563613.0,4530547.0
2262,route départementale D5,578094.0,4512225.0
2263,200 avenue des Vaulnavey,580617.0,4511305.0
2264,RD 64,572144.0,4511056.0
2265,Route de Champagnier,571596.0,4513295.0
2266,rue général de Gaulle,577331.0,4507879.0
2267,N 85 Les Isles,572296.0,4509277.0
2268,Inter N85 et D101,575249.0,4505982.0
2269,N85,577284.0,4502568.0
2270,N 85,570874.0,4510324.0
2271,montée de la Creuse,574207.0,4510102.0
2272,D64,572341.0,4512766.0
2273,Avenue Maurice Thorez,577016.0,4508154.0
2274,D5,576959.0,4513886.0
2275,D524 - route d'uriage,580839.0,4511546.0
2276,N85,576718.0,4503564.0
2277,D1091,576884.0,4505871.0
2278,Rue de la Tour,570546.0,4504021.0
2279,N 85,577442.0,4502166.0
2280,route de l'élecctrochimi,573550.0,4509225.0
2281,RD529,,
2282,Route départementale 19,530459.0,4564477.0
2283,rue du centre,532970.0,4551474.0
2284,D1006 Route de Lyon,526214.0,4558543.0
2285,rd 520,535002.0,4552193.0
2286,D1085,530351.0,4556383.0
2287,D1006 Route de Lyon,526407.0,4558556.0
2288,D522 - Route du Bugey,528344.0,4562422.0
2289,Intersection D18 et chem,520230.0,4569995.0
2290,route de l'isle d'abeau,520249.0,4563700.0
2291,Route de Bourgoin-Jallie,520230.0,4569995.0
2292,route départementale 55,520637.0,4576163.0
2293,D140A,534502.0,4574527.0
2294,Route de Morestel,536283.0,4568857.0
2295,18 grande rue du moulin,528928.0,4580544.0
2296,D65,525511.0,4572634.0
2297,D65,526245.0,4577801.0
2298,rue de la bulatière,521537.0,4570036.0
2299,D52 - Route du Revelon,542858.0,4579033.0
2300,Lieu-dit Travers,530487.0,4583909.0
2301,D52K,540634.0,4583619.0
2302,D1075,540493.0,4585284.0
2303,D140,539193.0,4573820.0
2304,RD 1075,540302.0,4579480.0
2305,D65,531966.0,4582935.0
2306,CD65,534304.0,4586627.0
2307,RD65,534525.0,4587456.0
2308,D51N,539214.0,4554266.0
2309,D1006 Route de Lyon,540751.0,4556692.0
2310,AVENUE JEAN MOULIN,543911.0,4557407.0
2311,D16 - Chemin CroiX Drogu,546579.0,4560639.0
2312,D1006 Rue P. Vincendon,543682.0,4556788.0
2313,Chemin des Jardins,542263.0,4556052.0
2314,D1006 - route de lyon,542957.0,4556813.0
2315,D1600,548939.0,4555322.0
2316,route de la bourbe,543037.0,4556204.0
2317,D93,546826.0,4555989.0
2318,D145C,552772.0,4560080.0
2319,La Noue Verrière,-157101.0,4727601.0
2320,134 rue de Nantes,-161105.0,4729520.0
2321,rue du vivier,-156506.0,4732993.0
2322,"RD537,",-164147.0,4737588.0
2323,AVENUE DES NOIERIES,-155302.0,4729952.0
2324,D75,493499.0,4555066.0
2325,Route de Vienne,490142.0,4555353.0
2326,rue de vienne,487915.0,4558113.0
2327,RN7,485841.0,4556617.0
2328,D36,495452.0,4558893.0
2329,avenue Frédéric Mistral,480788.0,4557512.0
2330,819 rue Pasteur,479157.0,4558372.0
2331,Avenue Frédéric Mistral,481733.0,4556678.0
2332,D517 - Route de Crémieu,519578.0,4575180.0
2333,Rue Charles Aznavour / r,514929.0,4575346.0
2334,ROUTE DE VIENNE,516817.0,4574772.0
2335,N7,480541.0,4533417.0
2336,montée du gampaloup,482102.0,4532854.0
2337,D131,491401.0,4532316.0
2338,D51,486754.0,4533919.0
2339,Virage de la Platière,478185.0,4535252.0
2340,D131,485028.0,4537486.0
2341,route de Salaise,481642.0,4532518.0
2342,Route nationale 7,480612.0,4533042.0
2343,D519,488740.0,4532975.0
2344,rue du 19 mars 1962,481255.0,4534401.0
2345,route de vienne,480857.0,4539953.0
2346,ROUTE NATIONALE 7,480460.0,4533999.0
2347,Route de Péage,476698.0,4532191.0
2348,route de la platière,,
2349,Rue saint Cyr Girier,514364.0,4563226.0
2350,Boulevard de la noirée,511891.0,4564003.0
2351,D1006,514297.0,4564703.0
2352,Inter D125 - Rue Dupless,513459.0,4564295.0
2353,avenue Lesdiguières,514554.0,4563417.0
2354,D124,513059.0,4568068.0
2355,D75,512902.0,4565882.0
2356,D76 - Route d'Heyrieux,508814.0,4563970.0
2357,D1006,515298.0,4564083.0
2358,rd 8,402322.0,4572628.0
2359,lieu dit les gouttes,429685.0,4548065.0
2360,RD8,403716.0,4569354.0
2361,Rue des bruyasses,423275.0,4553245.0
2362,rd1089,429537.0,4564667.0
2363,boulevard chavassieu,406213.0,4560720.0
2364,Route départementale 101,412172.0,4559108.0
2365,19 boulevard lacheze,406634.0,4560490.0
2366,Place Eugène Beaune,406211.0,4560726.0
2367,RD 101,411908.0,4559139.0
2368,24 rue de beauregard,405612.0,4560910.0
2369,D204,408901.0,4561068.0
2370,Rd496 - Lieu dit Mont Ge,398389.0,4557181.0
2371,avenue joseph gourre,412104.0,4555480.0
2372,D496,414618.0,4562279.0
2373,D 8,414630.0,4556026.0
2374,boulevard de la préfectu,406224.0,4560773.0
2375,Lieu dit Fraisse haut,395514.0,4563287.0
2376,boulevard de la préfectu,406224.0,4560773.0
2377,Chemin les Romans,405084.0,4564185.0
2378,La Prévôté,406137.0,4568038.0
2379,Avenue Alsace Lorraine,407327.0,4560442.0
2380,D 496 le SOLEILLANT,399642.0,4557662.0
2381,Carrefour RD8 RD95,411754.0,4557563.0
2382,rond point de Beauregard,405509.0,4560905.0
2383,Entre CHAMPS ET FEURS,413272.0,4565623.0
2384,D44,395492.0,4560217.0
2385,lieux dit Jeanbin,401194.0,4559833.0
2386,22 bis avenue de la libé,406995.0,4560261.0
2387,Avenue d'allard,405504.0,4560645.0
2388,2 boulevard chavassieu,406199.0,4560719.0
2389,rue des chênes,423167.0,4557168.0
2390,rue de la chaux,426471.0,4553038.0
2391,Avenue Jean MERMOZ,428747.0,4553585.0
2392,D 105,418794.0,4553689.0
2393,parking INTERMARCHE 09 r,423135.0,4552895.0
2394,route de rivas,424238.0,4558248.0
2395,route de jaraison,422598.0,4551673.0
2396,rue st exupery D1082,430035.0,4552336.0
2397,Rond point colona RD 498,428112.0,4552986.0
2398,avenue du 08 mai 1945,428196.0,4554940.0
2399,Rue du 11 novembre,418395.0,4553982.0
2400,Rue Adrienne BOLLAND,430295.0,4553837.0
2401,chemin des petites sagne,418663.0,4554523.0
2402,d 101,424151.0,4558242.0
2403,Avenue Jean Moulin,418744.0,4554058.0
2404,10 avenue de Montbrison,423949.0,4552809.0
2405,D 1082,422791.0,4569380.0
2406,Lieu dit Montcervy,433060.0,4578714.0
2407,rue la Paparelle,422590.0,4574750.0
2408,RD59,426531.0,4578466.0
2409,Route départementale 58,423236.0,4579845.0
2410,rue des minimes,422247.0,4574188.0
2411,Lotissement des hauts de,428556.0,4573601.0
2412,Rue de la Loire,421931.0,4574320.0
2413,Chemin de Riou,422797.0,4573246.0
2414,rue de la minette,421609.0,4574146.0
2415,Avenue jean jaurès,422844.0,4574408.0
2416,VC Le Pont,428382.0,4567283.0
2417,Lieu-dit Bligny,420948.0,4574237.0
2418,RD 7,466373.0,4543946.0
2419,06 LE MONTANT,468264.0,4545111.0
2420,Lieu dit Chez Paret,467139.0,4536511.0
2421,rd 19 / Rd 34,468637.0,4539929.0
2422,"Route communale 5, lieu",642735.0,4549888.0
2423,Rue de la Dent du Chat,589212.0,4563238.0
2424,D1006,588946.0,4554897.0
2425,D1201 PR 9 + 200 (au niv,588504.0,4561827.0
2426,442 rte d'aix les bain,591041.0,4561381.0
2427,RD 1201,589271.0,4564404.0
2428,route départementale 991,591226.0,4562482.0
2429,456 route des Briques,592794.0,4564265.0
2430,Chemin de l'échelette,592416.0,4561480.0
2431,route de la chartreuse,593688.0,4552464.0
2432,Rond point aviateur Jose,597765.0,4555586.0
2433,route d'Apremont,595554.0,4552984.0
2434,rue de joigny,596469.0,4555344.0
2435,233 Route royale,597083.0,4554907.0
2436,avenue du pré Renaud,596150.0,4556198.0
2437,1115 route départemental,596285.0,4556891.0
2438,"RD 9, route de SAINT BAL",597221.0,4554381.0
2439,col de plainpalais,601590.0,4560374.0
2440,1545 route d'apremont,595698.0,4554675.0
2441,Entrèves - RD 912,610963.0,4573159.0
2442,"Lieu dit ""Bourchigny""",608092.0,4571774.0
2443,Avenue René Cassin,588667.0,4559392.0
2444,Route du tunnel,585872.0,4565422.0
2445,montchabeau,613767.0,4551262.0
2446,RD 1006,618620.0,4555939.0
2447,188 route de villarolan,664938.0,4555750.0
2448,ROUTE DES ILES,664435.0,4555356.0
2449,"RD 88 PK 16, Longefoy",664049.0,4554110.0
2450,684 avenue de la tarenta,663933.0,4555360.0
2451,Plagne Centre,667973.0,4551141.0
2452,rue des chaudannes,664172.0,4555797.0
2453,Route nationale 90,663332.0,4555150.0
2454,Au-dessus virage 9 RD221,667184.0,4553201.0
2455,D88,665888.0,4554781.0
2456,"Chalet 3157, lieu dit: """,644391.0,4571458.0
2457,route de domelin,656637.0,4572135.0
2458,lieu dit fontanus,660511.0,4570746.0
2459,CD925,666515.0,4569546.0
2460,route de la plaine rd925,651953.0,4572007.0
2461,RD902 PK 34+800,691079.0,4554022.0
2462,Place de la gare,677089.0,4561852.0
2463,intersection D86 et D86B,673098.0,4558626.0
2464,D902,676042.0,4567108.0
2465,D902,684893.0,4560664.0
2466,camping caravaneige La f,685610.0,4562304.0
2467,Croisement D119 / route,678887.0,4562029.0
2468,2390 lieu dit longefoy,682859.0,4561286.0
2469,Rd 93 pk 8+550,649660.0,4554316.0
2470,176 rue de la croisette,663390.0,4541520.0
2471,grande rue,651057.0,4549946.0
2472,RD 915 PK5,655310.0,4545654.0
2473,RD 915,652727.0,4546504.0
2474,route du col de la Madel,637862.0,4544113.0
2475,D213,646058.0,4554587.0
2476,D117,649441.0,4543708.0
2477,ROND POINT DE L EUROPE,652863.0,4548110.0
2478,RD 213 - route du col de,645819.0,4552187.0
2479,rue des salines royales,652968.0,4548395.0
